_package	*sample_name	*sample_title	description	*organism	taxonomy_id	bioproject_id	*host	*isolation_source	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*isolate	*lat_lon	*source_uvig	*virus_enrich_appr	air_temp_regm	altitude	antibiotic_regm	biotic_relationship	chem_administration	chem_mutagen	climate_environment	depth	elev	estimated_size	experimental_factor	fertilizer_regm	fungicide_regm	gaseous_environment	gravity	growth_hormone_regm	growth_med	herbicide_regm	host_age	host_disease	host_dry_mass	host_genotype	host_height	host_infra_specific_name	host_infra_specific_rank	host_length	host_life_stage	host_phenotype	host_taxid	host_tot_mass	host_wet_mass	humidity_regm	mechanical_damage	mineral_nutr_regm	misc_param	non_mineral_nutr_regm	omics_observ_id	organism_count	oxy_stat_samp	pathogenicity	perturbation	pesticide_regm	ph_regm	plant_body_site	plant_product	radiation_regm	rainfall_regm	ref_biomaterial	salt_regm	samp_collect_device	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	samp_vol_we_dna_ext	season_environment	size_frac	source_material_id	standing_water_regm	temp	tiss_cult_growth_med	water_temp_regm	watering_regm
MIUVIG.plant-associated
