_package	*sample_name	*sample_title	description	*organism	taxonomy_id	bioproject_id	*altitude	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*lat_lon	barometric_press	carb_dioxide	carb_monoxide	chem_administration	elev	humidity	isolation_source	methane	misc_param	omics_observ_id	organism_count	oxy_stat_samp	oxygen	perturbation	pollutants	rel_to_oxygen	resp_part_matter	samp_collect_device	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	size_frac	solar_irradiance	source_material_id	temp	ventilation_rate	ventilation_type	volatile_org_comp	wind_direction	wind_speed
MIMARKS.survey.air
