_package	*sample_name	*sample_title	description	*organism	taxonomy_id	bioproject_id	*host	*isolation_source	*collection_date	*geo_loc_name	*lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id
Metagenome.environmental
