_package	*sample_name	*sample_title	description	*organism	taxonomy_id	bioproject_id	*strain	*isolate	*beta_lactamase_family	*carbapenemase	*edta_inhibitor_tested	collected_by	collection_date	geo_loc_name	host	isolation_source	lab_host	lat_lon
Beta-lactamase
