Word	product	level
SACE_5620	UPF0060 membrane protein SACE_5620	0
SACE_5696	UPF0261 protein SACE_5696	0
SACE_5813	Uncharacterized MFS-type transporter SACE_5813	0
SACE_6045	UPF0102 protein SACE_6045	0
SACE_6507	Maf-like protein SACE_6507	0
SACE_6876	UPF0336 protein SACE_6876	0
SACE_6882	UPF0234 protein SACE_6882	0
SACE_7110	UPF0678 fatty acid-binding protein-like protein SACE_7110	0
SACOL0050	Putative surface protein SACOL0050	0
SACOL0079	Uncharacterized lipoprotein SACOL0079	0
SACOL0080	Uncharacterized lipoprotein SACOL0080	0
SACOL0081	Uncharacterized lipoprotein SACOL0081/SACOL0082	0
SACOL0082	Uncharacterized lipoprotein SACOL0081/SACOL0082	0
SACOL0083	Uncharacterized lipoprotein SACOL0083	0
SACOL0084	Uncharacterized HTH-type transcriptional regulator SACOL0084	0
SACOL0178	PTS system EIIBC component SACOL0178	0
SACOL0189	Uncharacterized protein SACOL0189	0
SACOL0201	Uncharacterized response regulatory protein SACOL0201	0
SACOL0396	Uncharacterized protein SACOL0396	0
SACOL0411	UPF0324 membrane protein SACOL0411	0
SACOL0457	UPF0355 protein SACOL0457	0
SACOL0481	Uncharacterized lipoprotein SACOL0481	0
SACOL0482	Uncharacterized lipoprotein SACOL0482	0
SACOL0483	Uncharacterized lipoprotein SACOL0483	0
SACOL0484	Uncharacterized lipoprotein SACOL0484	0
SACOL0486	Uncharacterized lipoprotein SACOL0486	0
SACOL0495	UPF0753 protein SACOL0495	0
SACOL0521	Nucleoid-associated protein SACOL0521	0
SACOL0530	UPF0213 protein SACOL0530	0
SACOL0629	UPF0382 membrane protein SACOL0629	0
SACOL0639	UPF0741 protein SACOL0639	0
SACOL0727	Probable transcriptional regulatory protein SACOL0727	0
SACOL0741	UPF0178 protein SACOL0741	0
SACOL0809	Uncharacterized membrane protein SACOL0809	0
SACOL0812	DegV domain-containing protein SACOL0812	0
SACOL0815	Uncharacterized protein SACOL0815	0
SACOL0830	UPF0042 nucleotide-binding protein SACOL0830	0
SACOL0834	Epimerase family protein SACOL0834	0
SACOL0912	UPF0337 protein SACOL0912	0
SACOL0918	UPF0051 protein SACOL0918	0
SACOL0942	UPF0349 protein SACOL0942	0
SACOL0973	Uncharacterized protein SACOL0973	0
SACOL0974	UPF0344 protein SACOL0974	0
SACOL1006	UPF0413 protein SACOL1006	0
SACOL1009	UPF0738 protein SACOL1009	0
SACOL1063	UPF0039 protein SACOL1063	0
SACOL1099	UPF0356 protein SACOL1099	0
SACOL1106	UPF0223 protein SACOL1106	0
SACOL1115	UPF0637 protein SACOL1115	0
SACOL1121	UPF0358 protein SACOL1121	0
SACOL1131	UPF0298 protein SACOL1131	0
SACOL1135	UPF0348 protein SACOL1135	0
SACOL1190	UPF0747 protein SACOL1190	0
SACOL1200	Laccase domain protein SACOL1200	0
SACOL1240	Uncharacterized protein SACOL1240	0
SACOL1252	UPF0122 protein SACOL1252	0
SACOL1376	UPF0291 protein SACOL1376	0
SACOL1378	UPF0154 protein SACOL1378	0
SACOL1387	Uncharacterized protein SACOL1387	0
SACOL1441	TelA-like protein SACOL1441	0
SACOL1443	Putative branched-chain amino acid carrier protein SACOL1443	0
SACOL1445	Uncharacterized protein SACOL1445	0
SACOL1456	UPF0346 protein SACOL1456	0
SACOL1460	DegV domain-containing protein SACOL1460	0
SACOL1464	UPF0403 protein SACOL1464	0
SACOL1485	UPF0398 protein SACOL1485	0
SACOL1502	UPF0302 protein SACOL1502	0
SACOL1558	UPF0403 protein SACOL1558	0
SACOL1630	UPF0365 protein SACOL1630	0
SACOL1660	UPF0271 protein SACOL1660	0
SACOL1670	UPF0473 protein SACOL1670	0
SACOL1672	UPF0297 protein SACOL1672	0
SACOL1680	UPF0337 protein SACOL1680	0
SACOL1698	UPF0735 ACT domain-containing protein SACOL1698	0
SACOL1707	UPF0758 protein SACOL1707	0
SACOL1756	Uncharacterized peptidase SACOL1756	0
SACOL1759	Putative universal stress protein SACOL1759	0
SACOL1789	UPF0478 protein SACOL1789	0
SACOL1793	UPF0354 protein SACOL1793	0
SACOL1902	UPF0342 protein SACOL1902	0
SACOL1903	UPF0754 membrane protein SACOL1903	0
SACOL1925	UPF0374 protein SACOL1925	0
SACOL1933	Uncharacterized protein SACOL1933	0
SACOL1938	UPF0435 protein SACOL1938	0
SACOL1947	UPF0421 protein SACOL1947	0
SACOL1973	UPF0316 protein SACOL1973	0
SACOL1985	Uncharacterized protein SACOL1985	0
SACOL2106	UPF0340 protein SACOL2106	0
SACOL2163	UPF0457 protein SACOL2163	0
SACOL2256	Uncharacterized HTH-type transcriptional regulator SACOL2256	0
SACOL2333	UPF0060 membrane protein SACOL2333	0
SACOL2360	Uncharacterized HTH-type transcriptional regulator SACOL2360	0
SACOL2365	Uncharacterized lipoprotein SACOL2365	0
SACOL2493	Uncharacterized protein SACOL2493	0
SACOL2497	Uncharacterized lipoprotein SACOL2497	0
SACOL2498	Uncharacterized lipoprotein SACOL2498	0
SACOL2589	UPF0291 protein SACOL2589	0
SACOL2593	HTH-type transcriptional regulator SACOL2593	0
SACOL2649	Uncharacterized protein SACOL2649	0
SACOL2708	Putative ABC transporter ATP-binding protein SACOL2708	0
SACOL2709	UPF0397 protein SACOL2709	0
SACOL2711	UPF0312 protein SACOL2711	0
SACOL2713	UPF0176 protein SACOL2713	0
SAHV_0451	UPF0753 protein SAHV_0451	0
SAHV_0476	Nucleoid-associated protein SAHV_0476	0
SAHV_0485	UPF0213 protein SAHV_0485	0
SAHV_0591	UPF0741 protein SAHV_0591	0
SAHV_0678	UPF0178 protein SAHV_0678	0
SAHV_0762	UPF0042 nucleotide-binding protein SAHV_0762	0
SAHV_0934	UPF0349 protein SAHV_0934	0
SAHV_0964	UPF0344 protein SAHV_0964	0
SAHV_0996	UPF0413 protein SAHV_0996	0
SAHV_0999	UPF0738 protein SAHV_0999	0
SAHV_1089	UPF0223 protein SAHV_1089	0
SAHV_1098	UPF0637 protein SAHV_1098	0
SAHV_1104	UPF0358 protein SAHV_1104	0
SAHV_1113	UPF0298 protein SAHV_1113	0
SAHV_1117	UPF0348 protein SAHV_1117	0
SAHV_1167	UPF0747 protein SAHV_1167	0
SAHV_1226	UPF0122 protein SAHV_1226	0
SAHV_1332	UPF0154 protein SAHV_1332	0
SAHV_1409	UPF0346 protein SAHV_1409	0
SAHV_1435	UPF0398 protein SAHV_1435	0
SAHV_1450	UPF0302 protein SAHV_1450	0
SAHV_1560	UPF0365 protein SAHV_1560	0
SAHV_1592	UPF0271 protein SAHV_1592	0
SAHV_1602	UPF0473 protein SAHV_1602	0
SAHV_1604	UPF0297 protein SAHV_1604	0
SAHV_1630	UPF0735 ACT domain-containing protein SAHV_1630	0
SAHV_1729	UPF0354 protein SAHV_1729	0
SAHV_1830	UPF0342 protein SAHV_1830	0
SAHV_1831	UPF0754 membrane protein SAHV_1831	0
SAHV_1852	UPF0374 protein SAHV_1852	0
SAHV_1865	UPF0435 protein SAHV_1865	0
SAHV_1874	UPF0421 protein SAHV_1874	0
SAHV_1896	UPF0316 protein SAHV_1896	0
SAHV_2098	UPF0340 protein SAHV_2098	0
SAHV_2323	UPF0060 membrane protein SAHV_2323	0
SAHV_2669	UPF0397 protein SAHV_2669	0
SAHV_2673	UPF0176 protein SAHV_2673	0
SMU_1141c	UPF0223 protein SMU_1141c	0
SMU_1306c	UPF0042 nucleotide-binding protein SMU_1306c	0
SMU_1621c	UPF0346 protein SMU_1621c	0
SMU_1670c	UPF0298 protein SMU_1670c	0
SMU_1719c	UPF0154 protein SMU_1719c	0
SMU_1789c	Probable transcriptional regulatory protein SMU_1789c	0
SMU_1791c	UPF0348 protein SMU_1791c	0
SMU_1934c	Putative ABC transporter ATP-binding protein SMU_1934c	0
SMU_1935c	UPF0397 protein SMU_1935c	0
SMU_2059c	UPF0324 membrane protein SMU_2059c	0
SMU_2077c	UPF0473 protein SMU_2077c	0
SMU_2079c	UPF0297 protein SMU_2079c	0
SPCG_0090	UPF0176 protein SPCG_0090	0
SPCG_0125	UPF0356 protein SPCG_0125	0
SPCG_0205	UPF0297 protein SPCG_0205	0
SPCG_0207	UPF0473 protein SPCG_0207	0
SPCG_0344	UPF0371 protein SPCG_0344	0
SPCG_0367	UPF0398 protein SPCG_0367	0
SPCG_0463	UPF0397 protein SPCG_0463	0
SPCG_0698	UPF0298 protein SPCG_0698	0
SPCG_0921	UPF0346 protein SPCG_0921	0
SPCG_1178	Nucleoid-associated protein SPCG_1178	0
SPCG_1251	UPF0122 protein SPCG_1251	0
SPCG_1362	UPF0342 protein SPCG_1362	0
SPCG_1392	UPF0223 protein SPCG_1392	0
SPCG_1462	UPF0291 protein SPCG_1462	0
SPCG_1533	UPF0246 protein SPCG_1533	0
SPCG_1551	UPF0042 nucleotide-binding protein SPCG_1551	0
SPCG_1716	UPF0348 protein SPCG_1716	0
SPCG_1878	UPF0374 protein SPCG_1878	0
SPCG_1897	Probable transcriptional regulatory protein SPCG_1897	0
STER_0157	UPF0210 protein STER_0157	0
STER_0242	Probable transcriptional regulatory protein STER_0242	0
STER_0279	UPF0398 protein STER_0279	0
STER_0346	UPF0397 protein STER_0346	0
STER_0421	UPF0374 protein STER_0421	0
STER_0477	UPF0346 protein STER_0477	0
STER_0588	UPF0176 protein STER_0588	0
STER_0693	UPF0342 protein STER_0693	0
STER_0875	UPF0042 nucleotide-binding protein STER_0875	0
STER_0914	UPF0122 protein STER_0914	0
STER_1332	UPF0371 protein STER_1332	0
STER_1430	UPF0758 protein STER_1430	0
STER_1560	Nucleoid-associated protein STER_1560	0
STER_1579	UPF0348 protein STER_1579	0
STER_1748	UPF0356 protein STER_1748	0
STER_1937	UPF0297 protein STER_1937	0
STER_1939	UPF0473 protein STER_1939	0
STKORF319	Uncharacterized membrane protein STKORF319	0
SZO_02480	UPF0340 protein SZO_02480	0
SZO_02910	UPF0348 protein SZO_02910	0
SZO_02930	Probable transcriptional regulatory protein SZO_02930	0
SZO_03240	UPF0154 protein SZO_03240	0
SZO_03600	UPF0298 protein SZO_03600	0
SZO_03970	UPF0398 protein SZO_03970	0
SZO_04220	UPF0374 protein SZO_04220	0
SZO_05010	UPF0346 protein SZO_05010	0
SZO_06760	UPF0371 protein SZO_06760	0
SZO_09140	UPF0758 protein SZO_09140	0
SZO_10560	UPF0223 protein SZO_10560	0
SZO_10960	UPF0342 protein SZO_10960	0
SZO_12220	UPF0042 nucleotide-binding protein SZO_12220	0
SZO_14990	UPF0291 protein SZO_14990	0
SZO_15840	UPF0210 protein SZO_15840	0
SZO_16661	Nucleoid-associated protein SZO_16661	0
SZO_16760	UPF0356 protein SZO_16760	0
SZO_18530	UPF0246 protein SZO_18530	0
SZO_18620	UPF0297 protein SZO_18620	0
Sala_0165	UPF0301 protein Sala_0165	0
Sala_0262	UPF0102 protein Sala_0262	0
Sala_0337	Probable transcriptional regulatory protein Sala_0337	0
Sala_0338	UPF0145 protein Sala_0338	0
Sala_0701	UPF0060 membrane protein Sala_0701	0
Sala_0765	UPF0262 protein Sala_0765	0
Sala_1564	UPF0061 protein Sala_1564	0
Sala_1915	Maf-like protein Sala_1915	0
Sala_2050	UPF0042 nucleotide-binding protein Sala_2050	0
Sala_2376	UPF0178 protein Sala_2376	0
Sala_2841	Maf-like protein Sala_2841	0
Sala_3154	UPF0314 protein Sala_3154	0
Sama_0327	UPF0758 protein Sama_0327	0
Sama_0645	UPF0231 protein Sama_0645	0
Sama_0917	UPF0246 protein Sama_0917	0
Sama_1305	UPF0276 protein Sama_1305	0
Sama_1311	Nucleoid-associated protein Sama_1311	0
Sama_1339	UPF0434 protein Sama_1339	0
Sama_1557	Nucleoid-associated protein Sama_1557	0
Sama_1927	UPF0260 protein Sama_1927	0
Sama_1929	YcgL domain-containing protein Sama_1929	0
Sama_1967	UPF0502 protein Sama_1967	0
Sama_2480	UPF0235 protein Sama_2480	0
Sama_2557	UPF0234 protein Sama_2557	0
Sama_2593	UPF0250 protein Sama_2593	0
Sama_3091	UPF0042 nucleotide-binding protein Sama_3091	0
Sama_3355	UPF0102 protein Sama_3355	0
Sama_3404	UPF0761 membrane protein Sama_3404	0
Sama_3424	UPF0345 protein Sama_3424	0
Sama_3557	UPF0178 protein Sama_3557	0
Sare_0373	UPF0678 fatty acid-binding protein-like protein Sare_0373	0
Sare_1228	UPF0102 protein Sare_1228	0
Sare_1779	Probable transcriptional regulatory protein Sare_1779	0
Sare_3328	UPF0042 nucleotide-binding protein Sare_3328	0
Sare_4110	UPF0182 protein Sare_4110	0
Saro_0116	Maf-like protein Saro_0116	0
Saro_0143	UPF0262 protein Saro_0143	0
Saro_0419	Probable transcriptional regulatory protein Saro_0419	0
Saro_0683	UPF0301 protein Saro_0683	0
Saro_1057	Maf-like protein Saro_1057	0
Saro_1818	UPF0314 protein Saro_1818	0
Saro_2475	UPF0753 protein Saro_2475	0
Saro_2904	UPF0042 nucleotide-binding protein Saro_2904	0
Sbal_0273	UPF0345 protein Sbal_0273	0
Sbal_0315	UPF0761 membrane protein Sbal_0315	0
Sbal_0377	UPF0758 protein Sbal_0377	0
Sbal_0710	UPF0234 protein Sbal_0710	0
Sbal_0780	UPF0114 protein Sbal_0780	0
Sbal_1048	UPF0246 protein Sbal_1048	0
Sbal_1421	UPF0391 membrane protein Sbal_1421	0
Sbal_1685	UPF0434 protein Sbal_1685	0
Sbal_1765	UPF0502 protein Sbal_1765	0
Sbal_1771	UPF0178 protein Sbal_1771	0
Sbal_1869	YcgL domain-containing protein Sbal_1869	0
Sbal_1871	UPF0260 protein Sbal_1871	0
Sbal_2378	UPF0176 protein Sbal_2378	0
Sbal_2415	UPF0227 protein Sbal_2415	0
Sbal_2524	UPF0267 protein Sbal_2524	0
Sbal_2534	Nucleoid-associated protein Sbal_2534	0
Sbal_2754	UPF0115 protein Sbal_2754	0
Sbal_3028	UPF0235 protein Sbal_3028	0
Sbal_3041	UPF0312 protein Sbal_3041	0
Sbal_3070	UPF0597 protein Sbal_3070	0
Sbal_3280	UPF0250 protein Sbal_3280	0
Sbal_3671	UPF0042 nucleotide-binding protein Sbal_3671	0
Sbal_3699	UPF0251 protein Sbal_3699	0
Sbal_4063	UPF0061 protein Sbal_4063	0
Sbal_4100	UPF0102 protein Sbal_4100	0
Sdel_0383	UPF0763 protein Sdel_0383	0
Sden_0272	UPF0102 protein Sden_0272	0
Sden_0326	UPF0758 protein Sden_0326	0
Sden_0436	UPF0114 protein Sden_0436	0
Sden_0486	UPF0042 nucleotide-binding protein Sden_0486	0
Sden_0770	UPF0234 protein Sden_0770	0
Sden_1472	UPF0345 protein Sden_1472	0
Sden_1630	YcgL domain-containing protein Sden_1630	0
Sden_1632	UPF0260 protein Sden_1632	0
Sden_2100	UPF0176 protein Sden_2100	0
Sden_2128	UPF0312 protein Sden_2128	0
Sden_2197	UPF0434 protein Sden_2197	0
Sden_2282	UPF0502 protein Sden_2282	0
Sden_2299	Maf-like protein Sden_2299	0
Sden_2335	Nucleoid-associated protein Sden_2335	0
Sden_2336	UPF0352 protein Sden_2336	0
Sden_2380	Nucleoid-associated protein Sden_2380	0
Sden_2674	UPF0301 protein Sden_2674	0
Sden_2729	UPF0246 protein Sden_2729	0
Sden_3122	UPF0061 protein Sden_3122	0
Sden_3331	Maf-like protein Sden_3331	0
Sden_3448	UPF0761 membrane protein Sden_3448	0
Sden_3712	UPF0391 membrane protein Sden_3712	0
Secretion	Secretion apparatus protein BsaZ	0
Septation	Septation ring formation regulator EzrA	0
Sfri_0323	UPF0345 protein Sfri_0323	0
Sfri_0331	UPF0761 membrane protein Sfri_0331	0
Sfri_0388	UPF0102 protein Sfri_0388	0
Sfri_0407	UPF0061 protein Sfri_0407	0
Sfri_0694	UPF0250 protein Sfri_0694	0
Sfri_0732	UPF0234 protein Sfri_0732	0
Sfri_1493	Maf-like protein Sfri_1493	0
Sfri_1696	UPF0502 protein Sfri_1696	0
Sfri_1738	YcgL domain-containing protein Sfri_1738	0
Sfri_1740	UPF0260 protein Sfri_1740	0
Sfri_2095	UPF0145 protein Sfri_2095	0
Sfri_2386	UPF0434 protein Sfri_2386	0
Sfri_2406	Nucleoid-associated protein Sfri_2406	0
Sfri_2491	Nucleoid-associated protein Sfri_2491	0
Sfri_2492	UPF0352 protein Sfri_2492	0
Sfri_2850	UPF0301 protein Sfri_2850	0
Sfri_2863	UPF0235 protein Sfri_2863	0
Sfri_2896	UPF0246 protein Sfri_2896	0
Sfri_3380	UPF0042 nucleotide-binding protein Sfri_3380	0
Sfri_3655	UPF0114 protein Sfri_3655	0
Sfri_3689	Putative sensor protein Sfri_3689	0
Sfri_3691	Uncharacterized protein Sfri_3691	0
Sfri_3735	Maf-like protein Sfri_3735	0
Sfri_3828	UPF0758 protein Sfri_3828	0
Sfri_4000	UPF0391 membrane protein Sfri_4000	0
Sfum_0248	UPF0391 membrane protein Sfum_0248	0
Sfum_0996	Probable transcriptional regulatory protein Sfum_0996	0
Sfum_1097	UPF0178 protein Sfum_1097	0
Sfum_2066	UPF0042 nucleotide-binding protein Sfum_2066	0
Sfum_2137	UPF0182 protein Sfum_2137	0
Sfum_2531	UPF0272 protein Sfum_2531	0
Sfum_2790	Nucleoid-associated protein Sfum_2790	0
Sfum_2819	UPF0251 protein Sfum_2819	0
Sfum_2948	UPF0210 protein Sfum_2948	0
Sfum_3392	UPF0271 protein Sfum_3392	0
Sfum_3393	UPF0317 protein Sfum_3393	0
Sfum_3631	UPF0296 protein Sfum_3631	0
Shal_0429	UPF0758 protein Shal_0429	0
Shal_0864	UPF0597 protein Shal_0864	0
Shal_1126	UPF0246 protein Shal_1126	0
Shal_1591	Nucleoid-associated protein Shal_1591	0
Shal_1801	UPF0502 protein Shal_1801	0
Shal_1837	YcgL domain-containing protein Shal_1837	0
Shal_1839	UPF0260 protein Shal_1839	0
Shal_2504	UPF0434 protein Shal_2504	0
Shal_2512	UPF0352 protein Shal_2512	0
Shal_3046	UPF0178 protein Shal_3046	0
Shal_3198	UPF0234 protein Shal_3198	0
Shal_3239	UPF0250 protein Shal_3239	0
Shal_3708	UPF0042 nucleotide-binding protein Shal_3708	0
Shal_3723	UPF0251 protein Shal_3723	0
Shal_3756	UPF0345 protein Shal_3756	0
Shal_3983	UPF0061 protein Shal_3983	0
Shal_4069	UPF0102 protein Shal_4069	0
Shew_0226	UPF0102 protein Shew_0226	0
Shew_0262	UPF0061 protein Shew_0262	0
Shew_1093	UPF0246 protein Shew_1093	0
Shew_1134	UPF0235 protein Shew_1134	0
Shew_1144	UPF0301 protein Shew_1144	0
Shew_1617	UPF0502 protein Shew_1617	0
Shew_1627	UPF0227 protein Shew_1627	0
Shew_1640	UPF0434 protein Shew_1640	0
Shew_1781	UPF0176 protein Shew_1781	0
Shew_2183	YcgL domain-containing protein Shew_2183	0
Shew_2234	Nucleoid-associated protein Shew_2234	0
Shew_2240	UPF0276 protein Shew_2240	0
Shew_2726	UPF0178 protein Shew_2726	0
Shew_2893	UPF0234 protein Shew_2893	0
Shew_2940	UPF0250 protein Shew_2940	0
Shew_3314	UPF0042 nucleotide-binding protein Shew_3314	0
Shew_3481	UPF0758 protein Shew_3481	0
Shew_3545	UPF0761 membrane protein Shew_3545	0
Shikimate	Shikimate biosynthesis protein AroDE	2
Sialidase	Sialidase	2
Signaling	Signaling protein YkoW	2
Smal_0052	UPF0502 protein Smal_0052	0
Smal_0281	UPF0758 protein Smal_0281	0
Smal_0716	UPF0761 membrane protein Smal_0716	0
Smal_0858	Nucleoid-associated protein Smal_0858	0
Smal_0940	UPF0301 protein Smal_0940	0
Smal_0950	UPF0042 nucleotide-binding protein Smal_0950	0
Smal_2897	UPF0307 protein Smal_2897	0
Smal_3128	Probable transcriptional regulatory protein Smal_3128	0
Smal_3487	UPF0234 protein Smal_3487	0
Smal_3906	YcgL domain-containing protein Smal_3906	0
Smed_0045	Uncharacterized HTH-type transcriptional regulator Smed_0045	0
Smed_0341	UPF0391 membrane protein Smed_0341	0
Smed_0532	UPF0301 protein Smed_0532	0
Smed_0627	UPF0260 protein Smed_0627	0
Smed_0659	UPF0060 membrane protein Smed_0659	0
Smed_0945	UPF0386 protein Smed_0945	0
Smed_1028	UPF0229 protein Smed_1028	0
Smed_1459	UPF0758 protein Smed_1459	0
Smed_1530	UPF0283 membrane protein Smed_1530	0
Smed_2641	Probable transcriptional regulatory protein Smed_2641	0
Smed_2680	UPF0335 protein Smed_2680	0
Smed_2782	UPF0176 protein Smed_2782	0
Smed_2872	UPF0303 protein Smed_2872	0
Smed_3047	UPF0434 protein Smed_3047	0
Smed_3089	UPF0314 protein Smed_3089	0
Smed_3545	UPF0102 protein Smed_3545	0
Smed_4051	UPF0391 membrane protein Smed_4051	0
Spea_0251	UPF0102 protein Spea_0251	0
Spea_0308	UPF0061 protein Spea_0308	0
Spea_0809	UPF0597 protein Spea_0809	0
Spea_1078	UPF0246 protein Spea_1078	0
Spea_1509	Nucleoid-associated protein Spea_1509	0
Spea_1764	UPF0352 protein Spea_1764	0
Spea_1765	Nucleoid-associated protein Spea_1765	0
Spea_1772	UPF0434 protein Spea_1772	0
Spea_2441	UPF0260 protein Spea_2441	0
Spea_2443	YcgL domain-containing protein Spea_2443	0
Spea_2482	UPF0502 protein Spea_2482	0
Spea_2524	UPF0176 protein Spea_2524	0
Spea_2958	UPF0178 protein Spea_2958	0
Spea_3114	UPF0234 protein Spea_3114	0
Spea_3154	UPF0250 protein Spea_3154	0
Spea_3639	UPF0251 protein Spea_3639	0
Spea_3668	UPF0345 protein Spea_3668	0
Spea_3837	UPF0758 protein Spea_3837	0
Spea_3909	UPF0761 membrane protein Spea_3909	0
Spro_0050	Putative transport protein Spro_0050	0
Spro_0507	UPF0213 protein Spro_0507	0
Spro_0510	UPF0306 protein Spro_0510	0
Spro_0686	UPF0246 protein Spro_0686	0
Spro_0965	UPF0255 protein Spro_0965	0
Spro_1026	UPF0345 protein Spro_1026	0
Spro_1084	UPF0234 protein Spro_1084	0
Spro_1136	Nucleoid-associated protein Spro_1136	0
Spro_1197	UPF0250 protein Spro_1197	0
Spro_1257	UPF0271 protein Spro_1257	0
Spro_1532	UPF0386 protein Spro_1532	0
Spro_1570	UPF0299 membrane protein Spro_1570	0
Spro_1639	Putative transport protein Spro_1639	0
Spro_1658	UPF0145 protein Spro_1658	0
Spro_1718	UPF0434 protein Spro_1718	0
Spro_1886	UPF0176 protein Spro_1886	0
Spro_1887	UPF0312 protein Spro_1887	0
Spro_1925	UPF0227 protein Spro_1925	0
Spro_1996	UPF0303 protein Spro_1996	0
Spro_2288	UPF0482 protein Spro_2288	0
Spro_2289	UPF0060 membrane protein Spro_2289	0
Spro_2386	UPF0114 protein Spro_2386	0
Spro_2618	UPF0283 membrane protein Spro_2618	0
Spro_2675	UPF0259 membrane protein Spro_2675	0
Spro_2690	UPF0263 protein Spro_2690	0
Spro_2712	UPF0225 protein Spro_2712	0
Spro_2732	UPF0229 protein Spro_2732	0
Spro_2751	UPF0260 protein Spro_2751	0
Spro_2755	YcgL domain-containing protein Spro_2755	0
Spro_2779	Probable transcriptional regulatory protein Spro_2779	0
Spro_2794	UPF0502 protein Spro_2794	0
Spro_2802	UPF0267 protein Spro_2802	0
Spro_2806	UPF0181 protein Spro_2806	0
Spro_2816	UPF0266 membrane protein Spro_2816	0
Spro_3208	UPF0265 protein Spro_3208	0
Spro_3255	Nucleoid-associated protein Spro_3255	0
Spro_3315	UPF0208 membrane protein Spro_3315	0
Spro_3376	UPF0115 protein Spro_3376	0
Spro_3503	UPF0370 protein Spro_3503	0
Spro_3762	UPF0253 protein Spro_3762	0
Spro_3794	UPF0325 protein Spro_3794	0
Spro_3920	UPF0149 protein Spro_3920	0
Spro_4007	UPF0231 protein Spro_4007	0
Spro_4027	UPF0301 protein Spro_4027	0
Spro_4033	UPF0235 protein Spro_4033	0
Spro_4274	UPF0441 protein Spro_4274	0
Spro_4337	UPF0102 protein Spro_4337	0
Spro_4370	UPF0042 nucleotide-binding protein Spro_4370	0
Spro_4387	UPF0307 protein Spro_4387	0
Spro_4577	UPF0270 protein Spro_4577	0
Spro_4740	UPF0261 protein Spro_4740	0
Spro_4842	UPF0758 protein Spro_4842	0
Spro_4878	UPF0761 membrane protein Spro_4878	0
SpyM50240	UPF0340 protein SpyM50240	0
SpyM50257	UPF0356 protein SpyM50257	0
SpyM50270	Nucleoid-associated protein SpyM50270	0
SpyM50407	UPF0291 protein SpyM50407	0
SpyM50438	UPF0398 protein SpyM50438	0
SpyM50469	UPF0374 protein SpyM50469	0
SpyM50708	UPF0213 protein SpyM50708	0
SpyM50764	UPF0371 protein SpyM50764	0
SpyM50840	UPF0223 protein SpyM50840	0
SpyM50882	UPF0122 protein SpyM50882	0
SpyM50948	UPF0758 protein SpyM50948	0
SpyM51090	UPF0176 protein SpyM51090	0
SpyM51181	UPF0342 protein SpyM51181	0
SpyM51325	UPF0042 nucleotide-binding protein SpyM51325	0
SpyM51485	UPF0346 protein SpyM51485	0
SpyM51529	UPF0298 protein SpyM51529	0
SpyM51556	UPF0154 protein SpyM51556	0
SpyM51586	Probable transcriptional regulatory protein SpyM51586	0
SpyM51587	UPF0348 protein SpyM51587	0
SpyM51747	UPF0246 protein SpyM51747	0
SpyM51754	UPF0473 protein SpyM51754	0
SpyM51756	UPF0297 protein SpyM51756	0
Ssed_0302	UPF0761 membrane protein Ssed_0302	0
Ssed_0385	UPF0758 protein Ssed_0385	0
Ssed_0723	UPF0042 nucleotide-binding protein Ssed_0723	0
Ssed_1188	UPF0246 protein Ssed_1188	0
Ssed_1229	UPF0235 protein Ssed_1229	0
Ssed_1237	UPF0301 protein Ssed_1237	0
Ssed_1350	UPF0178 protein Ssed_1350	0
Ssed_1809	UPF0352 protein Ssed_1809	0
Ssed_2516	UPF0260 protein Ssed_2516	0
Ssed_2518	YcgL domain-containing protein Ssed_2518	0
Ssed_2537	UPF0597 protein Ssed_2537	0
Ssed_2611	UPF0502 protein Ssed_2611	0
Ssed_2660	UPF0176 protein Ssed_2660	0
Ssed_2824	UPF0434 protein Ssed_2824	0
Ssed_2836	UPF0227 protein Ssed_2836	0
Ssed_2851	Nucleoid-associated protein Ssed_2851	0
Ssed_2857	UPF0276 protein Ssed_2857	0
Ssed_3443	UPF0234 protein Ssed_3443	0
Ssed_3490	UPF0250 protein Ssed_3490	0
Ssed_3913	UPF0251 protein Ssed_3913	0
Ssed_4252	UPF0102 protein Ssed_4252	0
Stringent	Stringent starvation protein A	2
Subtilase	Subtilase-type protease inhibitor	2
Swit_0399	UPF0042 nucleotide-binding protein Swit_0399	0
Swit_0423	UPF0060 membrane protein Swit_0423	0
Swit_0572	UPF0102 protein Swit_0572	0
Swit_2142	Probable transcriptional regulatory protein Swit_2142	0
Swit_2334	UPF0391 membrane protein Swit_2334	0
Swit_2673	UPF0301 protein Swit_2673	0
Swit_2819	UPF0260 protein Swit_2819	0
Swit_4400	UPF0276 protein Swit_4400	0
Swit_4565	UPF0246 protein Swit_4565	0
Swol_0262	UPF0042 nucleotide-binding protein Swol_0262	0
Swol_0469	UPF0297 protein Swol_0469	0
Swol_0526	UPF0316 protein Swol_0526	0
Swol_0655	UPF0342 protein Swol_0655	0
Swol_0766	UPF0348 protein Swol_0766	0
Swol_0959	UPF0235 protein Swol_0959	0
Swol_1161	UPF0182 protein Swol_1161	0
Swol_1238	UPF0296 protein Swol_1238	0
Swol_1435	Probable transcriptional regulatory protein Swol_1435	0
Swol_1475	UPF0102 protein Swol_1475	0
Swol_1505	UPF0178 protein Swol_1505	0
Swol_1642	UPF0758 protein Swol_1642	0
Swol_1643	Maf-like protein Swol_1643	0
Swol_2090	UPF0251 protein Swol_2090	0
Swoo_0351	UPF0102 protein Swoo_0351	0
