Word	product	level
Mb0050	Uncharacterized protein Mb0050	0
Mb0058	Uncharacterized protein Mb0058	0
Mb0065	UPF0182 protein Mb0065	0
Mb0088	Uncharacterized protein Mb0088	0
Mb0091	Uncharacterized protein Mb0091	0
Mb0093	Uncharacterized protein Mb0093	0
Mb0101	Uncharacterized protein Mb0101	0
Mb0103	Uncharacterized protein Mb0103	0
Mb0105	Uncharacterized protein Mb0105	0
Mb0109	Uncharacterized protein Mb0109	0
Mb0486	Uncharacterized protein Mb0486	0
Mb0487	Uncharacterized protein Mb0487	0
Mb0495	Uncharacterized protein Mb0495	0
Mb0497	Uncharacterized protein Mb0497	0
Mb0498	Putative amino-acid transporter Mb0498	0
Mb0505	Uncharacterized HTH-type transcriptional regulator Mb0505	0
Mb0507	Uncharacterized protein Mb0507	0
Mb0508	Uncharacterized protein Mb0508	0
Mb0509	Uncharacterized protein Mb0509	0
Mb0510	Uncharacterized protein Mb0510	0
Mb0513	Uncharacterized protein Mb0513	0
Mb0514	Uncharacterized protein Mb0514	0
Mb0520	Uncharacterized protein Mb0520	0
Mb0601	Uncharacterized HTH-type transcriptional regulator Mb0601	0
Mb0654	UPF0336 protein Mb0654	0
Mb0656	UPF0336 protein Mb0656	0
Mb0901	Uncharacterized protein Mb0901	0
Mb0904	Uncharacterized HTH-type transcriptional regulator Mb0904	0
Mb0906	Uncharacterized protein Mb0906	0
Mb0909	Uncharacterized protein Mb0909	0
Mb0912	Uncharacterized protein Mb0912	0
Mb0918	Uncharacterized protein Mb0918	0
Mb0930	Uncharacterized protein Mb0930	0
Mb0941	Uncharacterized transporter Mb0941	0
Mb0967	Uncharacterized protein Mb0967	0
Mb0980	Uncharacterized protein Mb0980	0
Mb0984	Uncharacterized protein Mb0984	0
Mb0986	Uncharacterized protein Mb0986	0
Mb0993	Uncharacterized protein Mb0993	0
Mb0995	Uncharacterized protein Mb0995	0
Mb1289	Uncharacterized protein Mb1289	0
Mb1296	Uncharacterized protein Mb1296	0
Mb1309	Uncharacterized protein Mb1309	0
Mb1315	Uncharacterized protein Mb1315	0
Mb1318	Putative HTH-type transcriptional regulator Mb1318	0
Mb1320	Uncharacterized protein Mb1320	0
Mb1335	Uncharacterized protein Mb1335	0
Mb1356	Uncharacterized protein Mb1356	0
Mb1359	Uncharacterized protein Mb1359	0
Mb1367	Uncharacterized protein Mb1367	0
Mb1372	Uncharacterized protein Mb1372	0
Mb1374	Uncharacterized protein Mb1374	0
Mb1386	Uncharacterized protein Mb1386	0
Mb1387	Uncharacterized protein Mb1387	0
Mb1395	Uncharacterized protein Mb1395	0
Mb1401	Uncharacterized protein Mb1401	0
Mb1430	Uncharacterized HTH-type transcriptional regulator Mb1430	0
Mb1436	Uncharacterized membrane protein Mb1436	0
Mb1448	Uncharacterized protein Mb1448	0
Mb1449	Uncharacterized protein Mb1449	0
Mb1452	Uncharacterized protein Mb1452	0
Mb1454	Uncharacterized protein Mb1454	0
Mb1456	UPF0042 nucleotide-binding protein Mb1456	0
Mb1496	UPF0051 protein Mb1496	0
Mb1497	UPF0051 protein Mb1497	0
Mb1516	Uncharacterized protein Mb1516	0
Mb1517	UPF0353 protein Mb1517	0
Mb1524	Uncharacterized protein Mb1524	0
Mb1527	Uncharacterized protein Mb1527	0
Mb1539	Uncharacterized protein Mb1539	0
Mb1546	Uncharacterized protein Mb1546	0
Mb1547	Uncharacterized protein Mb1547	0
Mb1552	Uncharacterized protein Mb1552	0
Mb1572	Uncharacterized protein Mb1572	0
Mb1573	Uncharacterized protein Mb1573	0
Mb1581	Uncharacterized HTH-type transcriptional regulator Mb1581	0
Mb1586	Uncharacterized protein Mb1586	0
Mb1616	Uncharacterized protein Mb1616	0
Mb1617	Uncharacterized protein Mb1617	0
Mb1767	Uncharacterized protein Mb1767	0
Mb1826	Uncharacterized protein Mb1826	0
Mb1845	Uncharacterized protein Mb1845	0
Mb1846	Uncharacterized HTH-type transcriptional regulator Mb1846	0
Mb1854	UPF0749 protein Mb1854	0
Mb1855	Uncharacterized protein Mb1855	0
Mb1856	UPF0749 protein Mb1856	0
Mb1858	Uncharacterized protein Mb1858	0
Mb1859	Uncharacterized HTH-type transcriptional regulator Mb1859	0
Mb1861	Uncharacterized HTH-type transcriptional regulator Mb1861	0
Mb1862	Uncharacterized protein Mb1862	0
Mb1933	UPF0045 protein Mb1933	0
Mb2008	Putative amino-acid transporter Mb2008	0
Mb2009	Uncharacterized protein Mb2009	0
Mb2018	Uncharacterized protein Mb2018	0
Mb2019	Universal stress protein Mb2019	0
Mb2023	Uncharacterized protein Mb2023	0
Mb2035	Uncharacterized protein Mb2035	0
Mb2104	Uncharacterized protein Mb2104	0
Mb2112	Uncharacterized protein Mb2112	0
Mb2113	Uncharacterized protein Mb2113	0
Mb2126	Uncharacterized protein Mb2126	0
Mb2226	Uncharacterized protein Mb2226	0
Mb2229	Uncharacterized protein Mb2229	0
Mb2232	Uncharacterized protein Mb2232	0
Mb2235	Uncharacterized protein Mb2235	0
Mb2239	Epimerase family protein Mb2239	0
Mb2257	Uncharacterized protein Mb2257	0
Mb2259	Uncharacterized SURF1-like protein Mb2259	0
Mb2261	Uncharacterized protein Mb2261	0
Mb2266	Uncharacterized protein Mb2266	0
Mb2288	Uncharacterized protein Mb2288	0
Mb2294	Uncharacterized protein Mb2294	0
Mb2295	Uncharacterized protein Mb2295	0
Mb2296	Uncharacterized protein Mb2296	0
Mb2304	Uncharacterized protein Mb2304	0
Mb2309	Uncharacterized Na(+)/H(+) exchanger Mb2309	0
Mb2310	Uncharacterized protein Mb2310	0
Mb2317	UPF0167 protein Mb2317	0
Mb2319	Uncharacterized protein Mb2319	0
Mb2324	Uncharacterized protein Mb2324	0
Mb2337	Uncharacterized protein Mb2337	0
Mb2338	Uncharacterized protein Mb2338	0
Mb2339	Uncharacterized protein Mb2339	0
Mb2358	Uncharacterized protein Mb2358	0
Mb2587	Uncharacterized protein Mb2587	0
Mb2588	Uncharacterized protein Mb2588	0
Mb2590	Uncharacterized protein Mb2590	0
Mb2593	Uncharacterized ABC transporter ATP-binding protein Mb2593	0
Mb2594	Uncharacterized NTE family protein Mb2594	0
Mb2597	Uncharacterized protein Mb2597	0
Mb2600	Uncharacterized protein Mb2600	0
Mb2604	Uncharacterized protein Mb2604	0
Mb2605	Uncharacterized protein Mb2605	0
Mb2626	Uncharacterized protein Mb2626	0
Mb2628	Uncharacterized protein Mb2628	0
Mb2629	Uncharacterized protein Mb2629	0
Mb2668	Uncharacterized protein Mb2668	0
Mb2670	Uncharacterized membrane protein Mb2670	0
Mb2686	Uncharacterized protein Mb2686	0
Mb2703	Uncharacterized transporter Mb2703	0
Mb2734	Uncharacterized protein Mb2734	0
Mb2735	Uncharacterized protein Mb2735	0
Mb2742	Uncharacterized membrane protein Mb2742	0
Mb2896	Uncharacterized protein Mb2896	0
Mb2911	Uncharacterized HTH-type transcriptional regulator Mb2911	0
Mb2915	Uncharacterized protein Mb2915	0
Mb2954	Uncharacterized protein Mb2954	0
Mb3122	Uncharacterized HTH-type transcriptional regulator Mb3122	0
Mb3310	Maf-like protein Mb3310	0
Mb3312	Uncharacterized SufE-like protein Mb3312	0
Mb3320	Uncharacterized protein Mb3320	0
Mb3433	Uncharacterized protein Mb3433	0
Mb3441	Uncharacterized protein Mb3441	0
Mb3446	Uncharacterized protein Mb3446	0
Mb3654	Uncharacterized protein Mb3654	0
Mb3657	Uncharacterized protein Mb3657	0
Mb3809	Uncharacterized protein Mb3809	0
Mb3814	Uncharacterized protein Mb3814	0
Mb3817	Uncharacterized protein Mb3817	0
Mb3818	Uncharacterized protein Mb3818	0
Mfl546	Probable transcriptional regulatory protein Mfl546	0
Middle	Middle cell wall protein	0
Mutual	Mutual gliding-motility protein MglA	0
NE0130	UPF0391 membrane protein NE0130	0
NE0131	UPF0337 protein NE0131	0
NE0210	Probable transcriptional regulatory protein NE0210	0
NE0356	Maf-like protein NE0356	0
NE0395	UPF0235 protein NE0395	0
NE0434	Nucleoid-associated protein NE0434	0
NE0711	UPF0102 protein NE0711	0
NE0719	UPF0102 protein NE0719	0
NE0724	UPF0324 membrane protein NE0724	0
NE1032	UPF0145 protein NE1032	0
NE1120	UPF0391 membrane protein NE1120	0
NE1464	UPF0758 protein NE1464	0
NE1487	UPF0250 protein NE1487	0
NE1642	Maf-like protein NE1642	0
NE1668	UPF0301 protein NE1668	0
NE1849	UPF0042 nucleotide-binding protein NE1849	0
NE2194	UPF0307 protein NE2194	0
NE2248	UPF0234 protein NE2248	0
NE2372	Uncharacterized protein NE2372	0
NE2439	UPF0337 protein NE2439	0
Niacin	Niacin transporter NiaX	2
Nickel	Nickel and cobalt resistance protein CnrA	2
NlaIII	Type-2 restriction enzyme NlaIII	2
NmeDIP	Putative type-2 restriction enzyme NmeDIP	1
OB0030	Nucleoid-associated protein OB0030	0
OB0043	UPF0213 protein OB0043	0
OB0454	UPF0178 protein OB0454	0
OB0572	UPF0176 protein OB0572	0
OB0738	UPF0316 protein OB0738	0
OB0804	Putative ABC transporter ATP-binding protein OB0804	0
OB0899	UPF0374 protein OB0899	0
OB0906	UPF0295 protein OB0906	0
OB1025	UPF0398 protein OB1025	0
OB1136	UPF0342 protein OB1136	0
OB1184	UPF0344 protein OB1184	0
OB1207	UPF0736 protein OB1207	0
OB1217	UPF0413 protein OB1217	0
OB1409	UPF0356 protein OB1409	0
OB1419	UPF0223 protein OB1419	0
OB1420	UPF0637 protein OB1420	0
OB1428	UPF0358 protein OB1428	0
OB1449	UPF0298 protein OB1449	0
OB1454	UPF0348 protein OB1454	0
OB1460	UPF0747 protein OB1460	0
OB1501	UPF0296 protein OB1501	0
OB1527	UPF0435 protein OB1527	0
OB1530	UPF0122 protein OB1530	0
OB1533	UPF0109 protein OB1533	0
OB1671	UPF0291 protein OB1671	0
OB1676	UPF0154 protein OB1676	0
OB1736	UPF0346 protein OB1736	0
OB1778	UPF0302 protein OB1778	0
OB1863	UPF0403 protein OB1863	0
OB1959	UPF0365 protein OB1959	0
OB2006	UPF0473 protein OB2006	0
OB2008	UPF0297 protein OB2008	0
OB2038	Probable transcriptional regulatory protein OB2038	0
OB2234	UPF0354 protein OB2234	0
OB2271	UPF0249 protein OB2271	0
OB2406	UPF0421 protein OB2406	0
OB2468	UPF0042 nucleotide-binding protein OB2468	0
OB2647	UPF0229 protein OB2647	0
OB2677	UPF0271 protein OB2677	0
OB2685	UPF0337 protein OB2685	0
OB2986	UPF0340 protein OB2986	0
OB3382	UPF0317 protein OB3382	0
OB3406	UPF0324 membrane protein OB3406	0
OB3413	UPF0309 protein OB3413	0
Oxygen	Oxygen regulatory protein NreC	0
PA0015	TPR repeat-containing protein PA0015	0
PA0049	Uncharacterized protein PA0049	0
PA0141	UPF0397 protein PA0141	0
PA0329	UPF0339 protein PA0329	0
PA0392	Uncharacterized protein PA0392	0
PA0394	UPF0001 protein PA0394	0
PA0423	UPF0312 protein PA0423	0
PA0474	Putative esterase PA0474	0
PA0485	Uncharacterized transporter PA0485	0
PA0492	UPF0271 protein PA0492	0
PA0522	Uncharacterized protein PA0522	0
PA0525	Uncharacterized protein PA0525	0
PA0567	UPF0057 membrane protein PA0567	0
PA0587	UPF0229 protein PA0587	0
PA0712	UPF0386 protein PA0712	0
PA0760	Uncharacterized protein PA0760	0
PA0858	UPF0176 protein PA0858	0
PA0951	UPF0761 membrane protein PA0951	0
PA1000	Uncharacterized protein PA1000	0
PA1039	UPF0225 protein PA1039	0
PA1255	Uncharacterized protein PA1255	0
PA1295	YcgL domain-containing protein PA1295	0
PA1299	UPF0260 protein PA1299	0
PA1533	Nucleoid-associated protein PA1533	0
PA1536	UPF0167 protein PA1536	0
PA1545	Uncharacterized protein PA1545	0
PA1574	UPF0345 protein PA1574	0
PA1579	Uncharacterized protein PA1579	0
PA1618	Putative esterase PA1618	0
PA1727	Uncharacterized signaling protein PA1727	0
PA1977	Uncharacterized protein PA1977	0
PA1993	UPF0226 protein PA1993	0
PA2024	Uncharacterized protein PA2024	0
PA2026	Uncharacterized protein PA2026	0
PA2112	UPF0271 protein PA2112	0
PA2116	UPF0317 protein PA2116	0
PA2218	Uncharacterized protein PA2218	0
PA2604	Uncharacterized protein PA2604	0
PA2972	Maf-like protein PA2972	0
PA2980	UPF0434 protein PA2980	0
PA3275	UPF0060 membrane protein PA3275	0
PA3283	UPF0276 protein PA3283	0
PA3311	Uncharacterized signaling protein PA3311	0
PA3332	Uncharacterized PhzA/B-like protein PA3332	0
PA3419	UPF0162 protein PA3419	0
PA3435	Uncharacterized protein PA3435	0
PA3453	UPF0502 protein PA3453	0
PA3463	UPF0270 protein PA3463	0
PA3474	Uncharacterized membrane protein PA3474	0
PA3539	UPF0246 protein PA3539	0
PA3568	Uncharacterized protein PA3568	0
PA3693	Macro domain-containing protein PA3693	0
PA3753	Uncharacterized protein PA3753	0
PA3808	Uncharacterized protein PA3808	0
PA3849	Nucleoid-associated protein PA3849	0
PA3854	UPF0213 protein PA3854	0
PA3922	Uncharacterized protein PA3922	0
PA3998	UPF0250 protein PA3998	0
PA4106	UPF0276 protein PA4106	0
PA4219	Uncharacterized protein PA4219	0
PA4299	TPR repeat-containing protein PA4299	0
PA4395	UPF0234 protein PA4395	0
PA4424	UPF0102 protein PA4424	0
PA4465	UPF0042 nucleotide-binding protein PA4465	0
PA4473	UPF0307 protein PA4473	0
PA4478	Maf-like protein PA4478	0
PA4489	UPF0192 protein PA4489	0
PA4490	Uncharacterized protein PA4490	0
PA4511	UPF0271 protein PA4511	0
PA4543	Laccase domain protein PA4543	0
PA4574	UPF0114 protein PA4574	0
PA4667	TPR repeat-containing protein PA4667	0
PA4738	UPF0337 protein PA4738	0
PA4753	Probable RNA-binding protein PA4753	0
PA4757	Uncharacterized membrane protein PA4757	0
PA4766	UPF0125 protein PA4766	0
PA4778	Uncharacterized HTH-type transcriptional regulator PA4778	0
PA4798	UPF0157 protein PA4798	0
PA4923	LOG family protein PA4923	0
PA4928	UPF0313 protein PA4928	0
PA4990	Multidrug transporter PA4990	0
PA5023	UPF0061 protein PA5023	0
PA5073	UPF0158 protein PA5073	0
PA5217	Probable binding protein component of ABC iron transporter PA5217	0
PA5225	UPF0149 protein PA5225	0
PA5247	UPF0178 protein PA5247	0
PA5319	UPF0758 protein PA5319	0
PA5383	UPF0324 membrane protein PA5383	0
PA5481	Uncharacterized protein PA5481	0
PA5482	UPF0391 membrane protein PA5482	0
PHG004	Uncharacterized protein PHG004	0
PM0015	Uncharacterized protein PM0015	0
PM0066	UPF0246 protein PM0066	0
PM0109	Uncharacterized protein PM0109	0
PM0110	Uncharacterized protein PM0110	0
PM0111	Uncharacterized protein PM0111	0
PM0112	UPF0001 protein PM0112	0
PM0119	UPF0307 protein PM0119	0
PM0157	Uncharacterized protein PM0157	0
PM0166	UPF0125 protein PM0166	0
PM0169	UPF0042 nucleotide-binding protein PM0169	0
PM0205	Nucleoid-associated protein PM0205	0
PM0211	UPF0276 protein PM0211	0
PM0253	Uncharacterized protein PM0253	0
PM0291	Uncharacterized protein PM0291	0
PM0294	Uncharacterized protein PM0294	0
PM0309	Uncharacterized protein PM0309	0
PM0310	Uncharacterized protein PM0310	0
PM0314	Uncharacterized protein PM0314	0
PM0391	UPF0115 protein PM0391	0
PM0395	UPF0319 protein PM0395	0
PM0402	Uncharacterized protein PM0402	0
PM0415	Uncharacterized protein PM0415	0
PM0444	YcgL domain-containing protein PM0444	0
PM0457	UPF0231 protein PM0457	0
PM0480	UPF0181 protein PM0480	0
PM0489	UPF0275 protein PM0489	0
PM0491	Uncharacterized protein PM0491	0
PM0492	Uncharacterized protein PM0492	0
PM0493	UPF0275 protein PM0493	0
PM0494	Uncharacterized protein PM0494	0
PM0498	Uncharacterized protein PM0498	0
PM0502	Uncharacterized protein PM0502	0
PM0504	UPF0275 protein PM0504	0
PM0505	UPF0275 protein PM0505	0
PM0507	Uncharacterized membrane protein PM0507	0
PM0519	UPF0339 protein PM0519	0
PM0531	Uncharacterized protein PM0531	0
PM0536	UPF0263 protein PM0536	0
PM0539	UPF0260 protein PM0539	0
PM0553	Uncharacterized lipoprotein PM0553	0
PM0557	UPF0162 protein PM0557	0
PM0587	Uncharacterized protein PM0587	0
PM0613	Uncharacterized protein PM0613	0
PM0614	Uncharacterized protein PM0614	0
PM0630	Uncharacterized protein PM0630	0
PM0647	UPF0102 protein PM0647	0
PM0654	Uncharacterized protein PM0654	0
PM0657	Uncharacterized protein PM0657	0
PM0659	UPF0192 protein PM0659	0
PM0670	Uncharacterized protein PM0670	0
PM0674	Uncharacterized protein PM0674	0
PM0681	Uncharacterized protein PM0681	0
PM0682	Uncharacterized protein PM0682	0
PM0703	UPF0208 membrane protein PM0703	0
PM0739	Uncharacterized protein PM0739	0
PM0747	5'-deoxynucleotidase PM0747	0
PM0758	Uncharacterized protein PM0758	0
PM0768	Uncharacterized protein PM0768	0
PM0771	UPF0756 membrane protein PM0771	0
PM0788	Putative esterase PM0788	0
PM0812	Uncharacterized protein PM0812	0
PM0819	Uncharacterized protein PM0819	0
PM0825	UPF0227 protein PM0825	0
PM0830	UPF0266 membrane protein PM0830	0
PM0836	UPF0265 protein PM0836	0
PM0859	UPF0434 protein PM0859	0
PM0880	UPF0299 membrane protein PM0880	0
PM0901	Uncharacterized protein PM0901	0
PM0909	UPF0283 membrane protein PM0909	0
PM0980	Probable transcriptional regulatory protein PM0980	0
PM1071	Putative transport protein PM1071	0
PM1076	Uncharacterized protein PM1076	0
PM1082	Uncharacterized protein PM1082	0
PM1083	Uncharacterized protein PM1083	0
PM1095	Uncharacterized protein PM1095	0
PM1101	Uncharacterized protein PM1101	0
PM1121	Uncharacterized protein PM1121	0
PM1122	Uncharacterized protein PM1122	0
PM1123	Uncharacterized protein PM1123	0
PM1124	Uncharacterized protein PM1124	0
PM1146	Uncharacterized protein PM1146	0
PM1152	UPF0758 protein PM1152	0
PM1156	UPF0270 protein PM1156	0
PM1176	Uncharacterized lipoprotein PM1176	0
PM1189	Uncharacterized protein PM1189	0
PM1201	Uncharacterized protein PM1201	0
PM1205	Uncharacterized protein PM1205	0
PM1237	Uncharacterized protein PM1237	0
PM1258	UPF0114 protein PM1258	0
PM1268	Maf-like protein PM1268	0
PM1281	Uncharacterized transporter PM1281	0
PM1295	Uncharacterized protein PM1295	0
PM1313	UPF0235 protein PM1313	0
PM1386	Uncharacterized protein PM1386	0
PM1437	Uncharacterized protein PM1437	0
PM1447	UPF0267 protein PM1447	0
PM1449	Uncharacterized protein PM1449	0
PM1461	UPF0324 membrane protein PM1461	0
PM1464	Uncharacterized PabA-like protein PM1464	0
PM1466	RutC family protein PM1466	0
PM1469	Uncharacterized protein PM1469	0
PM1478	Uncharacterized protein PM1478	0
PM1500	UPF0304 protein PM1500	0
PM1509	Uncharacterized lipoprotein PM1509	0
PM1543	Uncharacterized protein PM1543	0
PM1583	Uncharacterized protein PM1583	0
PM1590	Uncharacterized peptidase PM1590	0
PM1616	UPF0761 membrane protein PM1616	0
PM1617	UPF0225 protein PM1617	0
PM1654	Uncharacterized protein PM1654	0
PM1655	Uncharacterized protein PM1655	0
PM1656	UPF0234 protein PM1656	0
PM1668	UPF0145 protein PM1668	0
PM1723	UPF0149 protein PM1723	0
PM1771	Uncharacterized protein PM1771	0
PM1772	Uncharacterized protein PM1772	0
PM1773	Uncharacterized protein PM1773	0
PM1775	Uncharacterized protein PM1775	0
PM1779	Uncharacterized protein PM1779	0
PM1780	Uncharacterized protein PM1780	0
PM1790	Uncharacterized protein PM1790	0
PM1805	Uncharacterized protein PM1805	0
PM1869	UPF0301 protein PM1869	0
PM1884	UPF0352 protein PM1884	0
PM1885	Nucleoid-associated protein PM1885	0
PM1897	Uncharacterized lipoprotein PM1897	0
PM1928	UPF0250 protein PM1928	0
PM1932	Uncharacterized protein PM1932	0
PM1934	Uncharacterized protein PM1934	0
PM1958	UPF0306 protein PM1958	0
PM1972	Uncharacterized protein PM1972	0
PPIase	Parvulin-like PPIase	1
Papain	Papain inhibitor	2
Pectin	Pectin degradation protein KdgF	2
Phenol	Phenol-soluble modulin alpha 1 peptide	2
Proton	Proton extrusion protein PcxA	2
Purine	Purine catabolism protein PucB	2
Pyocin	Pyocin-S1	2
Quorum	Quorum-sensing regulator protein G	2
R00002	Maf-like protein R00002	0
R00093	Uncharacterized transporter R00093	0
R00231	Nucleoid-associated protein R00231	0
R00337	UPF0102 protein R00337	0
R00369	Uncharacterized protein R00369	0
R00370	Uncharacterized protein R00370	0
R00380	Uncharacterized protein R00380	0
R00382	Uncharacterized ABC transporter ATP-binding protein R00382	0
R00383	Uncharacterized protein R00383	0
R00410	Uncharacterized HTH-type transcriptional regulator R00410	0
R00612	UPF0262 protein R00612	0
R00615	Maf-like protein R00615	0
R00649	Uncharacterized protein R00649	0
R00741	UPF0391 membrane protein R00741	0
R00917	UPF0301 protein R00917	0
R00982	UPF0061 protein R00982	0
R00998	UPF0091 protein R00998	0
R01000	Uncharacterized SufE-like protein R01000	0
R01001	Uncharacterized protein R01001	0
R01011	UPF0260 protein R01011	0
R01043	UPF0060 membrane protein R01043	0
R01313	UPF0386 protein R01313	0
R01393	UPF0178 protein R01393	0
R01398	UPF0229 protein R01398	0
R01728	UPF0758 protein R01728	0
R01807	UPF0283 membrane protein R01807	0
R02095	Uncharacterized protein R02095	0
R02378	Uncharacterized protein R02378	0
R02472	Uncharacterized protein R02472	0
R02474	Uncharacterized protein R02474	0
R02753	Probable transcriptional regulatory protein R02753	0
R02793	UPF0335 protein R02793	0
R02887	UPF0176 protein R02887	0
R02983	UPF0303 protein R02983	0
R03186	UPF0434 protein R03186	0
R03235	UPF0314 protein R03235	0
RA0666	Uncharacterized protein RA0666	0
RA0729	UPF0261 protein RA0729	0
RA0936	Uncharacterized protein RA0936	0
RA0937	Uncharacterized protein RA0937	0
RA0938	Putative MucR family transcriptional regulatory protein RA0938	0
RA0957	UPF0324 membrane protein RA0957	0
RA1131	UPF0337 protein RA1131	0
RB0084	UPF0391 membrane protein RB0084	0
RB0508	UPF0276 protein RB0508	0
RB0614	Peptidase T-like protein RB0614	0
RB0873	UPF0194 membrane protein RB0873	0
RB0906	UPF0337 protein RB0906	0
RB0971	UPF0324 membrane protein RB0971	0
RB1129	UPF0753 protein RB1129	0
RB1450	Uncharacterized HTH-type transcriptional regulator RB1450	0
RB1703	Maf-like protein RB1703	0
RB3016	UPF0145 protein RB3016	0
RB4474	UPF0337 protein RB4474	0
RB4629	UPF0345 protein RB4629	0
RB4869	Uncharacterized transporter RB4869	0
RB5500	Probable transcriptional regulatory protein RB5500	0
RB6291	UPF0365 protein RB6291	0
RB6389	UPF0365 protein RB6389	0
RB6530	UPF0502 protein RB6530	0
RB8260	UPF0235 protein RB8260	0
RB8368	UPF0176 protein RB8368	0
RB9115	UPF0102 protein RB9115	0
RB9128	UPF0314 protein RB9128	0
RB9488	UPF0324 membrane protein RB9488	0
RB9953	UPF0061 protein RB9953	0
RC0007	Uncharacterized protein RC0007	0
RC0012	Uncharacterized protein RC0012	0
RC0016	Uncharacterized protein RC0016	0
RC0022	Uncharacterized protein RC0022	0
RC0023	Uncharacterized protein RC0023	0
RC0039	Uncharacterized protein RC0039	0
RC0040	Uncharacterized protein RC0040	0
RC0041	Uncharacterized protein RC0041	0
RC0042	SCO2-like protein RC0042	0
RC0043	UPF0301 protein RC0043	0
RC0045	Uncharacterized protein RC0045	0
RC0047	Uncharacterized protein RC0047	0
RC0048	Uncharacterized protein RC0048	0
RC0049	Uncharacterized protein RC0049	0
RC0050	Uncharacterized protein RC0050	0
RC0051	Uncharacterized protein RC0051	0
RC0052	Uncharacterized protein RC0052	0
RC0053	Uncharacterized protein RC0053	0
RC0055	Uncharacterized protein RC0055	0
RC0057	Uncharacterized protein RC0057	0
RC0058	Uncharacterized protein RC0058	0
RC0060	Uncharacterized protein RC0060	0
RC0070	Uncharacterized protein RC0070	0
RC0076	Uncharacterized protein RC0076	0
RC0077	Uncharacterized lipoprotein RC0077	0
RC0079	Uncharacterized protein RC0079	0
RC0089	Uncharacterized protein RC0089	0
RC0091	Uncharacterized protein RC0091	0
RC0096	Uncharacterized protein RC0096	0
RC0098	Uncharacterized protein RC0098	0
RC0105	Putative outer membrane protein RC0105	0
RC0108	Uncharacterized protein RC0108	0
RC0115	Uncharacterized protein RC0115	0
RC0116	Uncharacterized protein RC0116	0
RC0123	Uncharacterized protein RC0123	0
RC0131	Uncharacterized protein RC0131	0
RC0132	Uncharacterized protein RC0132	0
RC0133	Uncharacterized protein RC0133	0
RC0134	Uncharacterized protein RC0134	0
RC0135	Uncharacterized protein RC0135	0
RC0142	Uncharacterized protein RC0142	0
RC0143	Uncharacterized protein RC0143	0
RC0144	Uncharacterized protein RC0144	0
RC0145	Uncharacterized protein RC0145	0
RC0146	Uncharacterized lipoprotein RC0146	0
RC0153	UPF0335 protein RC0153	0
RC0167	UPF0176 protein RC0167	0
RC0188	Uncharacterized protein RC0188	0
RC0209	UPF0369 protein RC0209	0
RC0293	Uncharacterized zinc protease RC0293	0
RC0314	Uncharacterized protein RC0314	0
RC0324	Uncharacterized protein RC0324	0
RC0354	UPF0091 protein RC0354	0
RC0356	Uncharacterized protein RC0356	0
RC0396	Putative uncharacterized protein RC0396	0
RC0397	Putative uncharacterized protein RC0397	0
RC0398	Uncharacterized protein RC0398	0
RC0486	Putative polysaccharide polymerase RC0486	0
RC0550	Uncharacterized protein RC0550	0
RC0563	Uncharacterized lipoprotein RC0563	0
RC0660	Uncharacterized protein RC0660	0
RC0668	Uncharacterized HTH-type transcriptional regulator RC0668	0
RC0672	Laccase domain protein RC0672	0
RC0681	Probable transcriptional regulatory protein RC0681	0
RC0754	UPF0246 protein RC0754	0
RC0786	Uncharacterized protein RC0786	0
RC0826	UPF0416 protein RC0826	0
RC0835	UPF0192 protein RC0835	0
RC0836	Putative uncharacterized protein RC0836	0
RC0837	Putative uncharacterized protein RC0837	0
RC0838	Putative uncharacterized protein RC0838	0
RC0839	Putative uncharacterized protein RC0839	0
RC0840	Putative uncharacterized protein RC0840	0
RC0841	Putative uncharacterized protein RC0841	0
RC0842	Putative uncharacterized protein RC0842	0
RC0893	UPF0092 membrane protein RC0893	0
RC0895	SCO2-like protein RC0895	0
RC0915	Uncharacterized protein RC0915	0
RC0923	Putative uncharacterized protein RC0923	0
RC0924	Putative uncharacterized protein RC0924	0
RC1023	Uncharacterized protein RC1023	0
RC1195	Uncharacterized HTH-type transcriptional regulator RC1195	0
RC1219	Uncharacterized membrane protein RC1219	0
RC1266	Maf-like protein RC1266	0
RC1282	Uncharacterized protein RC1282	0
RC1301	UPF0235 protein RC1301	0
RC1337	Nucleoid-associated protein RC1337	0
RC1356	Uncharacterized protein RC1356	0
RL0002	Maf-like protein RL0002	0
RL0336	UPF0102 protein RL0336	0
RL0614	UPF0262 protein RL0614	0
RL0617	Maf-like protein RL0617	0
RL1035	UPF0301 protein RL1035	0
RL1355	UPF0061 protein RL1355	0
RL1394	UPF0260 protein RL1394	0
RL1530	UPF0060 membrane protein RL1530	0
RL2068	UPF0758 protein RL2068	0
RL2079	UPF0386 protein RL2079	0
RL2444	UPF0317 protein RL2444	0
RL2646	UPF0283 membrane protein RL2646	0
RL3365	UPF0303 protein RL3365	0
RL3983	Probable transcriptional regulatory protein RL3983	0
RL4065	UPF0335 protein RL4065	0
RL4166	UPF0176 protein RL4166	0
RL4195	UPF0391 membrane protein RL4195	0
RL4503	UPF0235 protein RL4503	0
RL4541	UPF0314 protein RL4541	0
RL4569	UPF0434 protein RL4569	0
RT0028	Uncharacterized lipoprotein RT0028	0
RT0029	Uncharacterized protein RT0029	0
RT0030	Uncharacterized protein RT0030	0
RT0031	Uncharacterized protein RT0031	0
