*sample_name	*sample_title	description	*organism	*taxonomy_id	bioproject_id	locus_tag_prefix	strain	breed	cultivar	isolate	label	biomaterial_provider	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*lat_lon	*project_name	*isol_growth_condt	ref_biomaterial	*num_replicons	*estimated_size	*ploidy	*propagation	biotic_relationship	extrachrom_elements	health_disease_stat	host	host_spec_range	pathogenicity	samp_collect_device	samp_mat_process	sample_size	source_material_id	subspecf_gen_lin	trophic_level
A.MELLIFERA.TEX.178-4337	Apis mellifera. Texas. Individual name 178-4337		Apis mellifera	7460	PRJDB3873					178-4337			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.179-4349	Apis mellifera. Texas. Individual name 179-4349		Apis mellifera	7460	PRJDB3873					179-4349			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.18-770	Apis mellifera. Texas. Individual name 18-770		Apis mellifera	7460	PRJDB3873					18-770			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.180-4351	Apis mellifera. Texas. Individual name 180-4351		Apis mellifera	7460	PRJDB3873					180-4351			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.181-4353	Apis mellifera. Texas. Individual name 181-4353		Apis mellifera	7460	PRJDB3873					181-4353			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.182-4356	Apis mellifera. Texas. Individual name 182-4356		Apis mellifera	7460	PRJDB3873					182-4356			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.183-4357	Apis mellifera. Texas. Individual name 183-4357		Apis mellifera	7460	PRJDB3873					183-4357			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.184-4359	Apis mellifera. Texas. Individual name 184-4359		Apis mellifera	7460	PRJDB3873					184-4359			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.185-4360	Apis mellifera. Texas. Individual name 185-4360		Apis mellifera	7460	PRJDB3873					185-4360			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.186-4363	Apis mellifera. Texas. Individual name 186-4363		Apis mellifera	7460	PRJDB3873					186-4363			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.187-4365	Apis mellifera. Texas. Individual name 187-4365		Apis mellifera	7460	PRJDB3873					187-4365			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.188-4370	Apis mellifera. Texas. Individual name 188-4370		Apis mellifera	7460	PRJDB3873					188-4370			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.189-4373	Apis mellifera. Texas. Individual name 189-4373		Apis mellifera	7460	PRJDB3873					189-4373			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.19-771	Apis mellifera. Texas. Individual name 19-771		Apis mellifera	7460	PRJDB3873					19-771			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.190-4378	Apis mellifera. Texas. Individual name 190-4378		Apis mellifera	7460	PRJDB3873					190-4378			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.191-4379	Apis mellifera. Texas. Individual name 191-4379		Apis mellifera	7460	PRJDB3873					191-4379			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.192-8384	Apis mellifera. Texas. Individual name 192-8384		Apis mellifera	7460	PRJDB3873					192-8384			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.193-8453	Apis mellifera. Texas. Individual name 193-8453		Apis mellifera	7460	PRJDB3873					193-8453			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.194-8454	Apis mellifera. Texas. Individual name 194-8454		Apis mellifera	7460	PRJDB3873					194-8454			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.195-8458	Apis mellifera. Texas. Individual name 195-8458		Apis mellifera	7460	PRJDB3873					195-8458			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.196-8460	Apis mellifera. Texas. Individual name 196-8460		Apis mellifera	7460	PRJDB3873					196-8460			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.197-8471	Apis mellifera. Texas. Individual name 197-8471		Apis mellifera	7460	PRJDB3873					197-8471			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.198-8472	Apis mellifera. Texas. Individual name 198-8472		Apis mellifera	7460	PRJDB3873					198-8472			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.199-8068	Apis mellifera. Texas. Individual name 199-8068		Apis mellifera	7460	PRJDB3873					199-8068			1991	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.2-4246	Apis mellifera. Texas. Individual name 2-4246		Apis mellifera	7460	PRJDB3873					2-4246			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.20-970	Apis mellifera. Texas. Individual name 20-970		Apis mellifera	7460	PRJDB3873					20-970			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.200-8069	Apis mellifera. Texas. Individual name 200-8069		Apis mellifera	7460	PRJDB3873					200-8069			1991	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.201-8341	Apis mellifera. Texas. Individual name 201-8341		Apis mellifera	7460	PRJDB3873					201-8341			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.202-8343	Apis mellifera. Texas. Individual name 202-8343		Apis mellifera	7460	PRJDB3873					202-8343			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.203-8351	Apis mellifera. Texas. Individual name 203-8351		Apis mellifera	7460	PRJDB3873					203-8351			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.204-4439	Apis mellifera. Texas. Individual name 204-4439		Apis mellifera	7460	PRJDB3873					204-4439			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.205-4402	Apis mellifera. Texas. Individual name 205-4402		Apis mellifera	7460	PRJDB3873					205-4402			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.206-4407	Apis mellifera. Texas. Individual name 206-4407		Apis mellifera	7460	PRJDB3873					206-4407			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.207-4408	Apis mellifera. Texas. Individual name 207-4408		Apis mellifera	7460	PRJDB3873					207-4408			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.208-4404	Apis mellifera. Texas. Individual name 208-4404		Apis mellifera	7460	PRJDB3873					208-4404			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.209-4416	Apis mellifera. Texas. Individual name 209-4416		Apis mellifera	7460	PRJDB3873					209-4416			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.21-971	Apis mellifera. Texas. Individual name 21-971		Apis mellifera	7460	PRJDB3873					21-971			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.210-8344	Apis mellifera. Texas. Individual name 210-8344		Apis mellifera	7460	PRJDB3873					210-8344			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.211-8345	Apis mellifera. Texas. Individual name 211-8345		Apis mellifera	7460	PRJDB3873					211-8345			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.212-8349	Apis mellifera. Texas. Individual name 212-8349		Apis mellifera	7460	PRJDB3873					212-8349			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.213-8350	Apis mellifera. Texas. Individual name 213-8350		Apis mellifera	7460	PRJDB3873					213-8350			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.214-4386	Apis mellifera. Texas. Individual name 214-4386		Apis mellifera	7460	PRJDB3873					214-4386			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.215-4388	Apis mellifera. Texas. Individual name 215-4388		Apis mellifera	7460	PRJDB3873					215-4388			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.216-4390	Apis mellifera. Texas. Individual name 216-4390		Apis mellifera	7460	PRJDB3873					216-4390			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.217-4391	Apis mellifera. Texas. Individual name 217-4391		Apis mellifera	7460	PRJDB3873					217-4391			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.218-4393	Apis mellifera. Texas. Individual name 218-4393		Apis mellifera	7460	PRJDB3873					218-4393			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.219-4394	Apis mellifera. Texas. Individual name 219-4394		Apis mellifera	7460	PRJDB3873					219-4394			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.22-972	Apis mellifera. Texas. Individual name 22-972		Apis mellifera	7460	PRJDB3873					22-972			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.220-4398	Apis mellifera. Texas. Individual name 220-4398		Apis mellifera	7460	PRJDB3873					220-4398			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.221-4489	Apis mellifera. Texas. Individual name 221-4489		Apis mellifera	7460	PRJDB3873					221-4489			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.222-4523	Apis mellifera. Texas. Individual name 222-4523		Apis mellifera	7460	PRJDB3873					222-4523			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.223-4675	Apis mellifera. Texas. Individual name 223-4675		Apis mellifera	7460	PRJDB3873					223-4675			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.224-4677	Apis mellifera. Texas. Individual name 224-4677		Apis mellifera	7460	PRJDB3873					224-4677			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.225-4678	Apis mellifera. Texas. Individual name 225-4678		Apis mellifera	7460	PRJDB3873					225-4678			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.226-8461	Apis mellifera. Texas. Individual name 226-8461		Apis mellifera	7460	PRJDB3873					226-8461			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.227-4367	Apis mellifera. Texas. Individual name 227-4367		Apis mellifera	7460	PRJDB3873					227-4367			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.228-4371	Apis mellifera. Texas. Individual name 228-4371		Apis mellifera	7460	PRJDB3873					228-4371			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.229-4374	Apis mellifera. Texas. Individual name 229-4374		Apis mellifera	7460	PRJDB3873					229-4374			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.23-973	Apis mellifera. Texas. Individual name 23-973		Apis mellifera	7460	PRJDB3873					23-973			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.230-4377	Apis mellifera. Texas. Individual name 230-4377		Apis mellifera	7460	PRJDB3873					230-4377			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.231-4381	Apis mellifera. Texas. Individual name 231-4381		Apis mellifera	7460	PRJDB3873					231-4381			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.232-4382	Apis mellifera. Texas. Individual name 232-4382		Apis mellifera	7460	PRJDB3873					232-4382			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.233-4383	Apis mellifera. Texas. Individual name 233-4383		Apis mellifera	7460	PRJDB3873					233-4383			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.234-4384	Apis mellifera. Texas. Individual name 234-4384		Apis mellifera	7460	PRJDB3873					234-4384			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.235-4624	Apis mellifera. Texas. Individual name 235-4624		Apis mellifera	7460	PRJDB3873					235-4624			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.236-4625	Apis mellifera. Texas. Individual name 236-4625		Apis mellifera	7460	PRJDB3873					236-4625			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.237-4629	Apis mellifera. Texas. Individual name 237-4629		Apis mellifera	7460	PRJDB3873					237-4629			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.238-4630	Apis mellifera. Texas. Individual name 238-4630		Apis mellifera	7460	PRJDB3873					238-4630			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.239-4632	Apis mellifera. Texas. Individual name 239-4632		Apis mellifera	7460	PRJDB3873					239-4632			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.24-974	Apis mellifera. Texas. Individual name 24-974		Apis mellifera	7460	PRJDB3873					24-974			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.240-4644	Apis mellifera. Texas. Individual name 240-4644		Apis mellifera	7460	PRJDB3873					240-4644			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.241-4648	Apis mellifera. Texas. Individual name 241-4648		Apis mellifera	7460	PRJDB3873					241-4648			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.242-4649	Apis mellifera. Texas. Individual name 242-4649		Apis mellifera	7460	PRJDB3873					242-4649			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.243-4652	Apis mellifera. Texas. Individual name 243-4652		Apis mellifera	7460	PRJDB3873					243-4652			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.244-4653	Apis mellifera. Texas. Individual name 244-4653		Apis mellifera	7460	PRJDB3873					244-4653			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.245-4657	Apis mellifera. Texas. Individual name 245-4657		Apis mellifera	7460	PRJDB3873					245-4657			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.246-4660	Apis mellifera. Texas. Individual name 246-4660		Apis mellifera	7460	PRJDB3873					246-4660			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.247-4661	Apis mellifera. Texas. Individual name 247-4661		Apis mellifera	7460	PRJDB3873					247-4661			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.248-4663	Apis mellifera. Texas. Individual name 248-4663		Apis mellifera	7460	PRJDB3873					248-4663			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.249-4667	Apis mellifera. Texas. Individual name 249-4667		Apis mellifera	7460	PRJDB3873					249-4667			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.25-4492	Apis mellifera. Texas. Individual name 25-4492		Apis mellifera	7460	PRJDB3873					25-4492			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.250-4668	Apis mellifera. Texas. Individual name 250-4668		Apis mellifera	7460	PRJDB3873					250-4668			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.251-4669	Apis mellifera. Texas. Individual name 251-4669		Apis mellifera	7460	PRJDB3873					251-4669			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.252-4670	Apis mellifera. Texas. Individual name 252-4670		Apis mellifera	7460	PRJDB3873					252-4670			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.253-4672	Apis mellifera. Texas. Individual name 253-4672		Apis mellifera	7460	PRJDB3873					253-4672			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.254-4673	Apis mellifera. Texas. Individual name 254-4673		Apis mellifera	7460	PRJDB3873					254-4673			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.255-4683	Apis mellifera. Texas. Individual name 255-4683		Apis mellifera	7460	PRJDB3873					255-4683			2001	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.256-8360	Apis mellifera. Texas. Individual name 256-8360		Apis mellifera	7460	PRJDB3873					256-8360			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.257-4003	Apis mellifera. Texas. Individual name 257-4003		Apis mellifera	7460	PRJDB3873					257-4003			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.258-4007	Apis mellifera. Texas. Individual name 258-4007		Apis mellifera	7460	PRJDB3873					258-4007			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.259-4008	Apis mellifera. Texas. Individual name 259-4008		Apis mellifera	7460	PRJDB3873					259-4008			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.26-4511	Apis mellifera. Texas. Individual name 26-4511		Apis mellifera	7460	PRJDB3873					26-4511			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.260-4011	Apis mellifera. Texas. Individual name 260-4011		Apis mellifera	7460	PRJDB3873					260-4011			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.261-4013	Apis mellifera. Texas. Individual name 261-4013		Apis mellifera	7460	PRJDB3873					261-4013			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.262-4014	Apis mellifera. Texas. Individual name 262-4014		Apis mellifera	7460	PRJDB3873					262-4014			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.263-4018	Apis mellifera. Texas. Individual name 263-4018		Apis mellifera	7460	PRJDB3873					263-4018			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.264-4019	Apis mellifera. Texas. Individual name 264-4019		Apis mellifera	7460	PRJDB3873					264-4019			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
