*sample_name	*sample_title	description	*organism	*taxonomy_id	bioproject_id	locus_tag_prefix	strain	breed	cultivar	isolate	label	biomaterial_provider	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*lat_lon	*project_name	*isol_growth_condt	ref_biomaterial	*num_replicons	*estimated_size	*ploidy	*propagation	biotic_relationship	extrachrom_elements	health_disease_stat	host	host_spec_range	pathogenicity	samp_collect_device	samp_mat_process	sample_size	source_material_id	subspecf_gen_lin	trophic_level
A.MELLIFERA.TEX.265-4020	Apis mellifera. Texas. Individual name 265-4020		Apis mellifera	7460	PRJDB3873					265-4020			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.266-4021	Apis mellifera. Texas. Individual name 266-4021		Apis mellifera	7460	PRJDB3873					266-4021			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.267-4023	Apis mellifera. Texas. Individual name 267-4023		Apis mellifera	7460	PRJDB3873					267-4023			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.268-4024	Apis mellifera. Texas. Individual name 268-4024		Apis mellifera	7460	PRJDB3873					268-4024			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.269-4025	Apis mellifera. Texas. Individual name 269-4025		Apis mellifera	7460	PRJDB3873					269-4025			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.27-4527	Apis mellifera. Texas. Individual name 27-4527		Apis mellifera	7460	PRJDB3873					27-4527			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.270-4028	Apis mellifera. Texas. Individual name 270-4028		Apis mellifera	7460	PRJDB3873					270-4028			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.271-4030	Apis mellifera. Texas. Individual name 271-4030		Apis mellifera	7460	PRJDB3873					271-4030			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.272-4032	Apis mellifera. Texas. Individual name 272-4032		Apis mellifera	7460	PRJDB3873					272-4032			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.273-4033	Apis mellifera. Texas. Individual name 273-4033		Apis mellifera	7460	PRJDB3873					273-4033			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.274-4034	Apis mellifera. Texas. Individual name 274-4034		Apis mellifera	7460	PRJDB3873					274-4034			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.275-4035	Apis mellifera. Texas. Individual name 275-4035		Apis mellifera	7460	PRJDB3873					275-4035			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.276-4036	Apis mellifera. Texas. Individual name 276-4036		Apis mellifera	7460	PRJDB3873					276-4036			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.277-4038	Apis mellifera. Texas. Individual name 277-4038		Apis mellifera	7460	PRJDB3873					277-4038			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.278-4039	Apis mellifera. Texas. Individual name 278-4039		Apis mellifera	7460	PRJDB3873					278-4039			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.279-4040	Apis mellifera. Texas. Individual name 279-4040		Apis mellifera	7460	PRJDB3873					279-4040			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.28-4535	Apis mellifera. Texas. Individual name 28-4535		Apis mellifera	7460	PRJDB3873					28-4535			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.280-4041	Apis mellifera. Texas. Individual name 280-4041		Apis mellifera	7460	PRJDB3873					280-4041			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.281-4042	Apis mellifera. Texas. Individual name 281-4042		Apis mellifera	7460	PRJDB3873					281-4042			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.282-4043	Apis mellifera. Texas. Individual name 282-4043		Apis mellifera	7460	PRJDB3873					282-4043			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.283-4044	Apis mellifera. Texas. Individual name 283-4044		Apis mellifera	7460	PRJDB3873					283-4044			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.284-4045	Apis mellifera. Texas. Individual name 284-4045		Apis mellifera	7460	PRJDB3873					284-4045			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.285-4046	Apis mellifera. Texas. Individual name 285-4046		Apis mellifera	7460	PRJDB3873					285-4046			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.286-4047	Apis mellifera. Texas. Individual name 286-4047		Apis mellifera	7460	PRJDB3873					286-4047			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.287-4074	Apis mellifera. Texas. Individual name 287-4074		Apis mellifera	7460	PRJDB3873					287-4074			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.288-8477	Apis mellifera. Texas. Individual name 288-8477		Apis mellifera	7460	PRJDB3873					288-8477			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.289-8478	Apis mellifera. Texas. Individual name 289-8478		Apis mellifera	7460	PRJDB3873					289-8478			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.29-4487	Apis mellifera. Texas. Individual name 29-4487		Apis mellifera	7460	PRJDB3873					29-4487			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.290-8479	Apis mellifera. Texas. Individual name 290-8479		Apis mellifera	7460	PRJDB3873					290-8479			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.3-4247	Apis mellifera. Texas. Individual name 3-4247		Apis mellifera	7460	PRJDB3873					3-4247			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.30-4496	Apis mellifera. Texas. Individual name 30-4496		Apis mellifera	7460	PRJDB3873					30-4496			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.31-4514	Apis mellifera. Texas. Individual name 31-4514		Apis mellifera	7460	PRJDB3873					31-4514			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.32-4525	Apis mellifera. Texas. Individual name 32-4525		Apis mellifera	7460	PRJDB3873					32-4525			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.33-4528	Apis mellifera. Texas. Individual name 33-4528		Apis mellifera	7460	PRJDB3873					33-4528			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.330663	Apis mellifera. Texas. Individual name 330663		Apis mellifera	7460	PRJDB3873					330663			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.330707	Apis mellifera. Texas. Individual name 330707		Apis mellifera	7460	PRJDB3873					330707			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.330973	Apis mellifera. Texas. Individual name 330973		Apis mellifera	7460	PRJDB3873					330973			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.34-4170	Apis mellifera. Texas. Individual name 34-4170		Apis mellifera	7460	PRJDB3873					34-4170			1995	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.35-4242	Apis mellifera. Texas. Individual name 35-4242		Apis mellifera	7460	PRJDB3873					35-4242			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.36-4243	Apis mellifera. Texas. Individual name 36-4243		Apis mellifera	7460	PRJDB3873					36-4243			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.37-4253	Apis mellifera. Texas. Individual name 37-4253		Apis mellifera	7460	PRJDB3873					37-4253			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.38-4255	Apis mellifera. Texas. Individual name 38-4255		Apis mellifera	7460	PRJDB3873					38-4255			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.39-4257	Apis mellifera. Texas. Individual name 39-4257		Apis mellifera	7460	PRJDB3873					39-4257			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.4-4249	Apis mellifera. Texas. Individual name 4-4249		Apis mellifera	7460	PRJDB3873					4-4249			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.40-4262	Apis mellifera. Texas. Individual name 40-4262		Apis mellifera	7460	PRJDB3873					40-4262			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.41-4264	Apis mellifera. Texas. Individual name 41-4264		Apis mellifera	7460	PRJDB3873					41-4264			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.42-4268	Apis mellifera. Texas. Individual name 42-4268		Apis mellifera	7460	PRJDB3873					42-4268			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.43-4486	Apis mellifera. Texas. Individual name 43-4486		Apis mellifera	7460	PRJDB3873					43-4486			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.44-4488	Apis mellifera. Texas. Individual name 44-4488		Apis mellifera	7460	PRJDB3873					44-4488			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.45-4512	Apis mellifera. Texas. Individual name 45-4512		Apis mellifera	7460	PRJDB3873					45-4512			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.46-4515	Apis mellifera. Texas. Individual name 46-4515		Apis mellifera	7460	PRJDB3873					46-4515			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.47-4534	Apis mellifera. Texas. Individual name 47-4534		Apis mellifera	7460	PRJDB3873					47-4534			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.48-4553	Apis mellifera. Texas. Individual name 48-4553		Apis mellifera	7460	PRJDB3873					48-4553			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.49-4474	Apis mellifera. Texas. Individual name 49-4474		Apis mellifera	7460	PRJDB3873					49-4474			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.5-4250	Apis mellifera. Texas. Individual name 5-4250		Apis mellifera	7460	PRJDB3873					5-4250			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.50-4491	Apis mellifera. Texas. Individual name 50-4491		Apis mellifera	7460	PRJDB3873					50-4491			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.51-4495	Apis mellifera. Texas. Individual name 51-4495		Apis mellifera	7460	PRJDB3873					51-4495			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.52-4507	Apis mellifera. Texas. Individual name 52-4507		Apis mellifera	7460	PRJDB3873					52-4507			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.53-4513	Apis mellifera. Texas. Individual name 53-4513		Apis mellifera	7460	PRJDB3873					53-4513			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.54-4516	Apis mellifera. Texas. Individual name 54-4516		Apis mellifera	7460	PRJDB3873					54-4516			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.56-4504	Apis mellifera. Texas. Individual name 56-4504		Apis mellifera	7460	PRJDB3873					56-4504			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.57-4522	Apis mellifera. Texas. Individual name 57-4522		Apis mellifera	7460	PRJDB3873					57-4522			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.58-4532	Apis mellifera. Texas. Individual name 58-4532		Apis mellifera	7460	PRJDB3873					58-4532			2000	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.59-4105	Apis mellifera. Texas. Individual name 59-4105		Apis mellifera	7460	PRJDB3873					59-4105			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.6-4251	Apis mellifera. Texas. Individual name 6-4251		Apis mellifera	7460	PRJDB3873					6-4251			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.60-4133	Apis mellifera. Texas. Individual name 60-4133		Apis mellifera	7460	PRJDB3873					60-4133			1995	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.61-4185	Apis mellifera. Texas. Individual name 61-4185		Apis mellifera	7460	PRJDB3873					61-4185			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.62-4188	Apis mellifera. Texas. Individual name 62-4188		Apis mellifera	7460	PRJDB3873					62-4188			1995	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.63-4191	Apis mellifera. Texas. Individual name 63-4191		Apis mellifera	7460	PRJDB3873					63-4191			1995	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.64-4281	Apis mellifera. Texas. Individual name 64-4281		Apis mellifera	7460	PRJDB3873					64-4281			1997	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.65-4115	Apis mellifera. Texas. Individual name 65-4115		Apis mellifera	7460	PRJDB3873					65-4115			1995	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.66-4271	Apis mellifera. Texas. Individual name 66-4271		Apis mellifera	7460	PRJDB3873					66-4271			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.67-4279	Apis mellifera. Texas. Individual name 67-4279		Apis mellifera	7460	PRJDB3873					67-4279			1997	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.68-4295	Apis mellifera. Texas. Individual name 68-4295		Apis mellifera	7460	PRJDB3873					68-4295			1997	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.69-4321	Apis mellifera. Texas. Individual name 69-4321		Apis mellifera	7460	PRJDB3873					69-4321			1997	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.7-4259	Apis mellifera. Texas. Individual name 7-4259		Apis mellifera	7460	PRJDB3873					7-4259			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.70-4342	Apis mellifera. Texas. Individual name 70-4342		Apis mellifera	7460	PRJDB3873					70-4342			1998	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.71-4368	Apis mellifera. Texas. Individual name 71-4368		Apis mellifera	7460	PRJDB3873					71-4368			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.72-4443	Apis mellifera. Texas. Individual name 72-4443		Apis mellifera	7460	PRJDB3873					72-4443			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.73-4095	Apis mellifera. Texas. Individual name 73-4095		Apis mellifera	7460	PRJDB3873					73-4095			1994	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.74-4153	Apis mellifera. Texas. Individual name 74-4153		Apis mellifera	7460	PRJDB3873					74-4153			1995	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.75-4174	Apis mellifera. Texas. Individual name 75-4174		Apis mellifera	7460	PRJDB3873					75-4174			1995	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.76-4459	Apis mellifera. Texas. Individual name 76-4459		Apis mellifera	7460	PRJDB3873					76-4459			1999	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.77-8067	Apis mellifera. Texas. Individual name 77-8067		Apis mellifera	7460	PRJDB3873					77-8067			1991	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.78-8072	Apis mellifera. Texas. Individual name 78-8072		Apis mellifera	7460	PRJDB3873					78-8072			1991	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.79-8342	Apis mellifera. Texas. Individual name 79-8342		Apis mellifera	7460	PRJDB3873					79-8342			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.8-4260	Apis mellifera. Texas. Individual name 8-4260		Apis mellifera	7460	PRJDB3873					8-4260			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.80-8348	Apis mellifera. Texas. Individual name 80-8348		Apis mellifera	7460	PRJDB3873					80-8348			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.81-8455	Apis mellifera. Texas. Individual name 81-8455		Apis mellifera	7460	PRJDB3873					81-8455			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.82-8470	Apis mellifera. Texas. Individual name 82-8470		Apis mellifera	7460	PRJDB3873					82-8470			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.83-8498	Apis mellifera. Texas. Individual name 83-8498		Apis mellifera	7460	PRJDB3873					83-8498			1997	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.84-8500	Apis mellifera. Texas. Individual name 84-8500		Apis mellifera	7460	PRJDB3873					84-8500			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.85-8501	Apis mellifera. Texas. Individual name 85-8501		Apis mellifera	7460	PRJDB3873					85-8501			1995	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.86-8502	Apis mellifera. Texas. Individual name 86-8502		Apis mellifera	7460	PRJDB3873					86-8502			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.87-8503	Apis mellifera. Texas. Individual name 87-8503		Apis mellifera	7460	PRJDB3873					87-8503			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.88-8071	Apis mellifera. Texas. Individual name 88-8071		Apis mellifera	7460	PRJDB3873					88-8071			1991	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.89-8346	Apis mellifera. Texas. Individual name 89-8346		Apis mellifera	7460	PRJDB3873					89-8346			1992	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
