_package	*sample_name	*sample_title	description	*organism	taxonomy_id	bioproject_id	locus_tag_prefix	*isolate	*breed	*host	*isolation_source	*collection_date	*geo_loc_name	*tissue	age	altitude	biomaterial_provider	collected_by	depth	dev_stage	env_broad_scale	host_tissue_sampled	identified_by	lat_lon	sex	specimen_voucher	temp
Invertebrate
