_package	*sample_name	*sample_title	description	*organism	taxonomy_id	bioproject_id	*host	*lab_host	*collection_date	*geo_loc_name	*isolate	*isolation_source	strain	altitude	biomaterial_provider	collected_by	culture_collection	depth	disease	env_broad_scale	genotype	host_tissue_sampled	identified_by	lat_lon	passage_history	samp_size	serotype	specimen_voucher	temp
Virus
